100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	
50.000	69.717	75.178	76.346	76.281	75.955	75.667	75.508	75.543	75.856	76.444	76.958	76.170	70.626	50.000	
50.000	55.619	57.463	57.227	56.330	55.438	54.781	54.439	54.516	55.176	56.499	58.159	59.054	57.099	50.000	
50.000	47.969	45.637	43.187	41.039	39.403	38.308	37.755	37.857	38.861	40.975	44.058	47.362	49.646	50.000	
50.000	43.521	38.016	33.547	30.158	27.767	26.227	25.455	25.558	26.850	29.668	34.054	39.510	45.108	50.000	
50.000	40.906	33.276	27.291	22.892	19.856	17.925	16.951	17.033	18.535	21.895	27.287	34.356	42.255	50.000	
50.000	39.414	30.482	23.495	18.385	14.872	12.640	11.503	11.554	13.193	16.926	23.014	31.169	40.536	50.000	
50.000	38.688	29.107	21.597	16.095	12.305	9.888	8.644	8.671	10.394	14.365	20.880	29.643	39.750	50.000	
50.000	38.691	29.129	21.619	16.093	12.263	9.805	8.533	8.563	10.344	14.434	21.082	29.912	39.955	50.000	
50.000	39.720	31.068	24.228	19.135	15.560	13.239	12.040	12.118	13.925	17.948	24.297	32.454	41.392	50.000	
50.000	42.347	35.833	30.491	26.358	23.363	21.376	20.364	20.525	22.261	25.901	31.341	37.875	44.402	50.000	
50.000	47.311	44.382	41.345	38.631	36.488	35.003	34.266	34.494	35.981	38.847	42.746	46.724	49.438	50.000	
50.000	55.689	57.507	57.105	55.935	54.735	53.824	53.386	53.611	54.660	56.475	58.518	59.536	57.425	50.000	
50.000	70.180	75.937	77.215	77.115	76.680	76.286	76.103	76.243	76.761	77.538	78.082	77.086	71.128	50.000	
100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	

