100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	
50.000	69.129	74.189	75.127	74.955	74.595	74.303	74.137	74.146	74.428	75.046	75.727	75.269	70.169	50.000	
50.000	54.678	55.868	55.253	54.181	53.236	52.575	52.218	52.238	52.833	54.193	56.117	57.553	56.333	50.000	
50.000	46.891	43.804	40.918	38.577	36.893	35.802	35.230	35.247	36.140	38.259	41.625	45.555	48.715	50.000	
50.000	42.454	36.198	31.307	27.747	25.333	23.818	23.028	23.019	24.150	26.916	31.544	37.620	44.123	50.000	
50.000	39.917	31.597	25.239	20.711	17.688	15.805	14.819	14.770	16.064	19.305	24.870	32.502	41.275	50.000	
50.000	38.506	28.944	21.631	16.430	12.961	10.797	9.654	9.559	10.952	14.506	20.696	29.351	39.558	50.000	
50.000	37.806	27.606	19.777	14.191	10.452	8.110	6.860	6.729	8.175	11.920	18.494	27.748	38.721	50.000	
50.000	37.732	27.481	19.597	13.947	10.144	7.746	6.456	6.313	7.792	11.647	18.394	27.802	38.821	50.000	
50.000	38.593	29.121	21.804	16.512	12.910	10.614	9.372	9.256	10.771	14.631	21.212	30.104	40.157	50.000	
50.000	41.068	33.621	27.713	23.309	20.227	18.220	17.132	17.099	18.609	22.222	28.055	35.451	43.158	50.000	
50.000	46.047	42.202	38.593	35.579	33.313	31.771	30.941	31.010	32.372	35.340	39.716	44.546	48.341	50.000	
50.000	54.694	55.791	54.929	53.507	52.188	51.209	50.689	50.814	51.826	53.791	56.252	57.935	56.628	50.000	
50.000	69.655	75.030	76.060	75.818	75.310	74.870	74.640	74.738	75.259	76.140	76.918	76.272	70.725	50.000	
100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	

