100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	
50.000	72.247	79.633	82.107	82.835	82.954	82.923	82.936	83.056	83.238	83.278	82.677	80.224	72.670	50.000	
50.000	59.928	65.091	67.132	67.639	67.551	67.375	67.369	67.626	68.082	68.465	68.190	66.183	60.708	50.000	
50.000	53.269	55.068	55.478	55.106	54.503	54.051	53.982	54.391	55.221	56.224	56.909	56.546	54.324	50.000	
50.000	49.205	48.181	46.834	45.393	44.150	43.359	43.201	43.763	45.005	46.725	48.541	49.944	50.464	50.000	
50.000	46.651	43.604	40.834	38.451	36.622	35.516	35.275	35.975	37.593	39.960	42.763	45.593	48.069	50.000	
50.000	45.190	40.921	37.237	34.221	31.988	30.667	30.377	31.189	33.082	35.906	39.374	43.112	46.744	50.000	
50.000	44.677	39.977	35.963	32.716	30.339	28.953	28.667	29.550	31.575	34.589	38.305	42.350	46.347	50.000	
50.000	45.106	40.783	37.064	34.030	31.803	30.517	30.292	31.191	33.175	36.069	39.569	43.288	46.851	50.000	
50.000	46.558	43.461	40.666	38.280	36.480	35.447	35.324	36.173	37.934	40.401	43.227	45.985	48.299	50.000	
50.000	49.207	48.219	46.918	45.531	44.363	43.684	43.677	44.406	45.792	47.581	49.355	50.590	50.827	50.000	
50.000	53.434	55.403	55.965	55.726	55.254	54.945	55.032	55.587	56.511	57.508	58.055	57.414	54.796	50.000	
50.000	60.224	65.661	67.933	68.628	68.701	68.673	68.801	69.156	69.640	69.944	69.460	67.116	61.202	50.000	
50.000	72.522	80.153	82.829	83.718	83.967	84.041	84.135	84.300	84.467	84.414	83.631	80.911	73.028	50.000	
100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	

